,Unnamed: 0,ID,splcolor_text,splshape_text,product_code,medicine_name,dosage_form,splimage,splimprint,original_name,num_colors,num_imprints,image_path,shape_label,color_label
5673,9113,47311,YELLOW,ROUND,0078-0447,LOTENSIN,C42998,000780447,LOTENSIN;5,000780447.jpg,1,2.0,data/pillbox_production_images_full_202008/000780447.jpg,10,11
5674,9539,51439,WHITE,ROUND,0360-0120,CHAMOMILLA,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
5675,4966,38601,WHITE,ROUND,31722-238,AMLODIPINE BESYLATE,C42998,31722-0238-10_E4047243,238;IG,31722-0238-10_E4047243.jpg,1,2.0,data/pillbox_production_images_full_202008/31722-0238-10_E4047243.jpg,10,10
5676,9708,68456,ORANGE,ROUND,53329-020,CHEWABLE ASPIRIN ADULT LOW DOSE,C42893,6BDC5A5F-7E54-4E58-E053-2991AA0A054F,AZ;013,6bdc5a5f-7e54-4e58-e053-2991aa0a054f.jpg,1,2.0,data/pillbox_production_images_full_202008/6bdc5a5f-7e54-4e58-e053-2991aa0a054f.jpg,10,5
5677,3926,24701,GREEN,ROUND,0378-0184,PROPRANOLOL HYDROCHLORIDE,C42998,00378-0184-01_652032B1,MYLAN;184;40,00378-0184-01_652032B1.jpg,1,3.0,data/pillbox_production_images_full_202008/00378-0184-01_652032B1.jpg,10,4
5678,1371,41088,WHITE,ROUND,16729-140,GLIPIZIDE,C42998,16729-0140-16_NLMIMAGE10_B13B58EA,10,16729-0140-16_NLMIMAGE10_B13B58EA.jpg,1,1.0,data/pillbox_production_images_full_202008/16729-0140-16_NLMIMAGE10_B13B58EA.jpg,10,10
5679,5975,9801,GREEN,ROUND,60951-653,MORPHINE SULFATE,C42927,609510653,E653;30,609510653.jpg,1,2.0,data/pillbox_production_images_full_202008/609510653.jpg,10,4
5680,133,37663,ORANGE,OVAL,0093-7325,TRANDOLAPRIL,C42998,00093-7325-01_852D42DA,9;3;7325,00093-7325-01_852D42DA.jpg,1,3.0,data/pillbox_production_images_full_202008/00093-7325-01_852D42DA.jpg,7,5
5681,652,34298,WHITE,CAPSULE,0591-3760,AMLODIPINE AND BENAZEPRIL HYDROCHLORIDE,C25158,005913760,AB;4,005913760.jpg,1,2.0,data/pillbox_production_images_full_202008/005913760.jpg,1,10
5682,4992,50280,WHITE,OVAL,60687-224,GEMFIBROZIL,C42998,8ABDA4AD-2F0A-9428-E053-2A95A90AC0FB,225;I;G,8abda4ad-2f0a-9428-e053-2a95a90ac0fb.jpg,1,3.0,data/pillbox_production_images_full_202008/8abda4ad-2f0a-9428-e053-2a95a90ac0fb.jpg,7,10
5683,2527,65374,WHITE,ROUND,48792-7840,AMLODIPINE BESYLATE,C42998,NO_PRODUCT_IMAGE,S27,no_product_image.jpg,1,1.0,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
5684,781,5265,WHITE,OVAL,0006-0031,FOSAMAX,C42998,000060031,31,000060031.jpg,1,1.0,data/pillbox_production_images_full_202008/000060031.jpg,7,10
5685,9191,30106,WHITE,OVAL,0884-0763,GRIS-PEG,C42931,008840763,GRIS;PEG;125,008840763.jpg,1,3.0,data/pillbox_production_images_full_202008/008840763.jpg,7,10
5687,24,3967,BLUE,CAPSULE,0115-1328,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",C42916,001151328,M;Amphet;Salts;5;mg,001151328.jpg,1,5.0,data/pillbox_production_images_full_202008/001151328.jpg,1,1
5688,7400,32026,PINK,ROUND,43353-919,HYDRALAZINE HYDROCHLORIDE,C42931,433530919,HP;4,433530919.jpg,1,2.0,data/pillbox_production_images_full_202008/433530919.jpg,10,6
5690,2577,19434,WHITE,OVAL,43598-220,AMOXICILLIN AND CLAVULANATE POTASSIUM,C42930,435980220,AUGMENTIN;XR,435980220.jpg,1,2.0,data/pillbox_production_images_full_202008/435980220.jpg,7,10
5691,7144,23785,WHITE,ROUND,49938-102,DAPSONE,C42998,499380102,JACOBUS;25;102,499380102.jpg,1,3.0,data/pillbox_production_images_full_202008/499380102.jpg,10,10
5692,5979,16601,WHITE,OVAL,59762-3327,METHYLPREDNISOLONE,C42998,597623327,G;3327;4,597623327.jpg,1,3.0,data/pillbox_production_images_full_202008/597623327.jpg,7,10
5694,4046,5884,RED,ROUND,64679-953,LISINOPRIL,C42998,64679-0953-01_6A21B55D,W;953,64679-0953-01_6A21B55D.jpg,1,2.0,data/pillbox_production_images_full_202008/64679-0953-01_6A21B55D.jpg,10,8
5695,6807,60808,WHITE,OVAL,70518-0775,SUCRALFATE,C42998,00093221098,TEVA;22;10,00093221098.jpg,1,3.0,data/pillbox_production_images_full_202008/00093221098.jpg,7,10
5696,1976,31050,WHITE,ROUND,0378-6034,ANASTROZOLE,C42931,003786034,M;34,003786034.jpg,1,2.0,data/pillbox_production_images_full_202008/003786034.jpg,10,10
5697,7252,72844,PINK,ROUND,48792-7821,PRASUGREL,C42931,NO_PRODUCT_IMAGE,L1,no_product_image.jpg,1,1.0,data/pillbox_production_images_full_202008/no_product_image.jpg,10,6
5698,1945,45476,BROWN,ROUND,0591-3194,AFEDITAB,C42930,005913194,ELN;60,005913194.jpg,1,2.0,data/pillbox_production_images_full_202008/005913194.jpg,10,2
5699,8214,19875,GRAY,CAPSULE,0093-3145,CEPHALEXIN,C25158,00093314501,TEVA;3145,00093314501.jpg,2,2.0,data/pillbox_production_images_full_202008/00093314501.jpg,1,3
5700,2658,17984,ORANGE,OVAL,0087-2875,AVALIDE,C42931,00087-2875-32_F212F937,2875,00087-2875-32_F212F937.jpg,1,1.0,data/pillbox_production_images_full_202008/00087-2875-32_F212F937.jpg,7,5
5701,796,14286,YELLOW,ROUND,10135-518,BETHANECHOL CHLORIDE,C42998,101350518,LCI;1329,101350518.jpg,1,2.0,data/pillbox_production_images_full_202008/101350518.jpg,10,11
5702,5666,14902,BROWN,ROUND,0781-1764,IMIPRAMINE HYDROCHLORIDE,C42931,007811764,GG;47,007811764.jpg,1,2.0,data/pillbox_production_images_full_202008/007811764.jpg,10,2
5703,6370,35456,GREEN,ROUND,54092-517,INTUNIV,C42927,54092-0517-02_D715EBBF,503;3mg,54092-0517-02_D715EBBF.jpg,1,2.0,data/pillbox_production_images_full_202008/54092-0517-02_D715EBBF.jpg,10,4
5704,5161,16606,BLUE,ROUND,0228-2631,ISOSORBIDE MONONITRATE,C42998,002282631,R;631,002282631.jpg,1,2.0,data/pillbox_production_images_full_202008/002282631.jpg,10,1
5705,4868,45224,WHITE,ROUND,0555-0607,MEGESTROL ACETATE,C42998,00555-0607-02_NLMIMAGE10_3F2F1F98,555;607;barr,00555-0607-02_NLMIMAGE10_3F2F1F98.jpg,1,3.0,data/pillbox_production_images_full_202008/00555-0607-02_NLMIMAGE10_3F2F1F98.jpg,10,10
5706,8497,3275,WHITE,ROUND,68084-204,MINOXIDIL,C42998,HLM73530,par;256;Minoxidil;2;1;2,HLM73530.jpg,1,6.0,data/pillbox_production_images_full_202008/HLM73530.jpg,10,10
5708,535,47764,YELLOW,OVAL,0093-7158,CLARITHROMYCIN,C42931,00093-7158-06_312B98DC,93;7158,00093-7158-06_312B98DC.jpg,1,2.0,data/pillbox_production_images_full_202008/00093-7158-06_312B98DC.jpg,7,11
5709,3769,36036,YELLOW,TRIANGLE,0071-0007,DILANTIN INFATABS,C42893,000710007,PD;007,000710007.jpg,1,2.0,data/pillbox_production_images_full_202008/000710007.jpg,14,11
5710,2766,11771,YELLOW,OVAL,68462-207,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,C42931,684620207,G;207,684620207.jpg,1,2.0,data/pillbox_production_images_full_202008/684620207.jpg,7,11
5711,199,41679,YELLOW,ROUND,60505-2761,TOPIRAMATE,C42931,605052761,APO;TP;50,605052761.jpg,1,3.0,data/pillbox_production_images_full_202008/605052761.jpg,10,11
5712,5305,46477,WHITE,CAPSULE,0456-1201,LINZESS,C42936,004561201,FL;145,004561201.jpg,1,2.0,data/pillbox_production_images_full_202008/004561201.jpg,1,10
5713,2134,19303,WHITE,OVAL,68180-303,CEFUROXIME AXETIL,C42998,681800303,LUPIN;303,681800303.jpg,1,2.0,data/pillbox_production_images_full_202008/681800303.jpg,7,10
5714,4415,39077,PINK,OVAL,62756-798,DIVALPROEX SODIUM,C42905,62756-0798-13_NLMIMAGE10_AF39D7CE,798,62756-0798-13_NLMIMAGE10_AF39D7CE.jpg,1,1.0,data/pillbox_production_images_full_202008/62756-0798-13_NLMIMAGE10_AF39D7CE.jpg,7,6
5715,4417,8131,WHITE,ROUND,50419-758,CIPRO,C42931,00085-1758-01_SPLIMAGE30_051902F8,BAYER;CIP;250,00085-1758-01_SPLIMAGE30_051902F8.jpg,1,3.0,data/pillbox_production_images_full_202008/00085-1758-01_SPLIMAGE30_051902F8.jpg,10,10
5716,7525,28325,RED,OVAL,62112-8045,NIFEDIPINE,C42954,5E20A7F1-71BA-4604-E053-2A91AA0AF860,IMI;10,5e20a7f1-71ba-4604-e053-2a91aa0af860.jpg,1,2.0,data/pillbox_production_images_full_202008/5e20a7f1-71ba-4604-e053-2a91aa0af860.jpg,7,8
5717,316,5221,YELLOW,ROUND,0093-6148,CAMRESE LO,C42931,00093614882PART2OF2,b;556,00093614882part2of2.jpg,1,2.0,data/pillbox_production_images_full_202008/00093614882part2of2.jpg,10,11
5719,1576,5260,BROWN,CAPSULE,0078-0234,LESCOL,C25158,000780234,40;LESCOL,000780234.jpg,1,2.0,data/pillbox_production_images_full_202008/000780234.jpg,1,2
5720,7057,2388,BLUE,ROUND,0378-0030,CLORAZEPATE DIPOTASSIUM,C42998,003780030,M;30,003780030.jpg,1,2.0,data/pillbox_production_images_full_202008/003780030.jpg,10,1
5721,3480,3580,WHITE,OVAL,43547-249,METFORMIN HYDROCHLORIDE,C42931,43547-0249-50_C808E417,I46,43547-0249-50_C808E417.jpg,1,1.0,data/pillbox_production_images_full_202008/43547-0249-50_C808E417.jpg,7,10
5722,1468,9080,WHITE,CAPSULE,68682-372,DILTIAZEM HYDROCHLORIDE,C42916,686820372,420,686820372.jpg,1,1.0,data/pillbox_production_images_full_202008/686820372.jpg,1,10
5723,7266,32580,WHITE,ROUND,10702-014,BETAXOLOL HYDROCHLORIDE,C42897,107020014,K;14,107020014.jpg,1,2.0,data/pillbox_production_images_full_202008/107020014.jpg,10,10
5724,25,31712,WHITE,OVAL,63304-502,AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM,C42931,633040502,CDT;252,633040502.jpg,1,2.0,data/pillbox_production_images_full_202008/633040502.jpg,7,10
5725,9411,39935,WHITE,OVAL,60429-326,ATORVASTATIN CALCIUM,C42931,604290326,APO;ATV80,604290326.jpg,1,2.0,data/pillbox_production_images_full_202008/604290326.jpg,7,10
5726,1592,22455,BROWN,CAPSULE,0093-7338,TAMSULOSIN HYDROCHLORIDE,C25158,00093733801,93;7338;93;7338,00093733801.jpg,2,4.0,data/pillbox_production_images_full_202008/00093733801.jpg,1,2
5727,4464,31529,PINK,ROUND,23155-001,HYDRALAZINE HYDROCHLORIDE,C42931,231550001,HP;1,231550001.jpg,1,2.0,data/pillbox_production_images_full_202008/231550001.jpg,10,6
5728,8673,3696,WHITE,CAPSULE,60429-288,CLOMIPRAMINE HYDROCHLORIDE,C25158,604290288,CLOM75,604290288.jpg,1,1.0,data/pillbox_production_images_full_202008/604290288.jpg,1,10
5729,6043,5210,YELLOW,CAPSULE,60505-3139,QUETIAPINE FUMARATE,C42931,605053139,APO;QUE400,605053139.jpg,1,2.0,data/pillbox_production_images_full_202008/605053139.jpg,1,11
5730,5029,19884,PINK,CAPSULE,50090-0032,NITROFURANTOIN MACROCRYSTALS,C25158,00093-2130-01,Z;Zenith;50mg;2130,00093-2130-01.jpg,2,4.0,data/pillbox_production_images_full_202008/00093-2130-01.jpg,1,6
5731,6143,17398,BLUE,OVAL,60429-389,FEXOFENADINE HYDROCHLORIDE,C42931,604290389,M;755,604290389.jpg,1,2.0,data/pillbox_production_images_full_202008/604290389.jpg,7,1
5732,5668,8261,BLUE,OVAL,60429-199,VERAPAMIL HYDROCHLORIDE,C42930,604290199,M;411,604290199.jpg,1,2.0,data/pillbox_production_images_full_202008/604290199.jpg,7,1
5733,8055,2938,PURPLE,OVAL,13310-119,COLCRYS,C42931,13310-0119-07_EA04F527,AR;374,13310-0119-07_EA04F527.jpg,1,2.0,data/pillbox_production_images_full_202008/13310-0119-07_EA04F527.jpg,7,7
5734,441,18549,YELLOW,ROUND,0054-4499,LEUCOVORIN CALCIUM,C42998,000544499,54;013,000544499.jpg,1,2.0,data/pillbox_production_images_full_202008/000544499.jpg,10,11
5735,4629,22749,ORANGE,ROUND,0603-2483,BISACODYL,C42905,006032483,S1,006032483.jpg,1,1.0,data/pillbox_production_images_full_202008/006032483.jpg,10,5
5736,7137,23548,PINK,ROUND,0185-1111,BUPROPION HYDROCHLORIDE,C42927,00185-1111-60_NLMIMAGE10_AD3FD6DE,E;on;one;side;and;1111;on;other;side,00185-1111-60_NLMIMAGE10_AD3FD6DE.jpg,1,9.0,data/pillbox_production_images_full_202008/00185-1111-60_NLMIMAGE10_AD3FD6DE.jpg,10,6
5737,2305,45461,ORANGE,CAPSULE,62756-147,RIVASTIGMINE TARTRATE,C25158,62756-0147-86_C10EE0B7,147;147,62756-0147-86_C10EE0B7.jpg,1,2.0,data/pillbox_production_images_full_202008/62756-0147-86_C10EE0B7.jpg,1,5
5738,3164,32742,YELLOW,OVAL,0603-6349,VALSARTAN AND HYDROCHLOROTHIAZIDE,C42931,00603-6349-02_NLMIMAGE10_17430BF8,L239,00603-6349-02_NLMIMAGE10_17430BF8.jpg,1,1.0,data/pillbox_production_images_full_202008/00603-6349-02_NLMIMAGE10_17430BF8.jpg,7,11
5739,8641,16075,WHITE,CAPSULE,10544-082,CEPHALEXIN,C25158,CAPHALEXIN_500MG,802,Caphalexin_500mg.jpg,1,1.0,data/pillbox_production_images_full_202008/Caphalexin_500mg.jpg,1,10
5740,1220,51517,WHITE,ROUND,0360-0332,RUTA GRAVEOLENS,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,10,10
5741,2587,29631,WHITE,CAPSULE,0054-0012,FLECAINIDE ACETATE,C42998,000540012,54150,000540012.jpg,1,1.0,data/pillbox_production_images_full_202008/000540012.jpg,1,10
5742,2734,44118,ORANGE,OVAL,0037-0431,FELBATOL,C42998,000370431,0431;FELBATOL;600,000370431.jpg,1,3.0,data/pillbox_production_images_full_202008/000370431.jpg,7,5
5743,6126,40241,YELLOW,OVAL,0172-7310,CYCLOSPORINE,C42954,00172-7310-46_9B2BCDEE,25;mg,00172-7310-46_9B2BCDEE.jpg,1,2.0,data/pillbox_production_images_full_202008/00172-7310-46_9B2BCDEE.jpg,7,11
5744,9236,36810,WHITE,CAPSULE,68084-591,ISOSORBIDE MONONITRATE,C42927,82537FD4-C86A-BB38-E053-2A91AA0A30AC,KU;128;,82537fd4-c86a-bb38-e053-2a91aa0a30ac.jpg,1,3.0,data/pillbox_production_images_full_202008/82537fd4-c86a-bb38-e053-2a91aa0a30ac.jpg,1,10
5745,8696,15875,WHITE,ROUND,0378-0152,CLONIDINE HYDROCHLORIDE,C42998,00378-0152-01_3D231E88,MYLAN;152,00378-0152-01_3D231E88.jpg,1,2.0,data/pillbox_production_images_full_202008/00378-0152-01_3D231E88.jpg,10,10
5746,4968,40978,PINK,CAPSULE,49483-221,NITRO-TIME,C25158,494830221,TCL;1221,494830221.jpg,2,2.0,data/pillbox_production_images_full_202008/494830221.jpg,1,6
5747,7742,76375,PINK,ROUND,61919-726,METOPROLOL TARTRATE,C42931,NO_PRODUCT_IMAGE,M;32,no_product_image.jpg,1,2.0,data/pillbox_production_images_full_202008/no_product_image.jpg,10,6
5748,9642,61250,BROWN,CAPSULE,42361-061,DS NEVER COLD S,C42954,NO_PRODUCT_IMAGE,NCS,no_product_image.jpg,1,1.0,data/pillbox_production_images_full_202008/no_product_image.jpg,1,2
5749,8132,48072,WHITE,OVAL,0093-4443,GABAPENTIN,C42998,00093-4443-01_9E2D4F0A,4443;600,00093-4443-01_9E2D4F0A.jpg,1,2.0,data/pillbox_production_images_full_202008/00093-4443-01_9E2D4F0A.jpg,7,10
5750,1636,2449,YELLOW,OVAL,0093-0011,PANTOPRAZOLE SODIUM,C42905,00093-0011-98_2829944C,93;11,00093-0011-98_2829944C.jpg,1,2.0,data/pillbox_production_images_full_202008/00093-0011-98_2829944C.jpg,7,11
5751,538,33467,WHITE,OVAL,0173-0595,COMBIVIR,C42931,00173-0595-00_10230838,GXFC3,00173-0595-00_10230838.jpg,1,1.0,data/pillbox_production_images_full_202008/00173-0595-00_10230838.jpg,7,10
5752,8206,26282,GREEN,ROUND,50111-469,PROPRANOLOL HYDROCHLORIDE,C42998,50111046901,PLIVA;469,50111046901.jpg,1,2.0,data/pillbox_production_images_full_202008/50111046901.jpg,10,4
5753,8545,39860,WHITE,CAPSULE,0245-0085,PROPRANOLOL HYDROCHLORIDE,C42916,002450085,UPSHER;SMITH;0085;80mg,002450085.jpg,1,4.0,data/pillbox_production_images_full_202008/002450085.jpg,1,10
5754,8279,14247,WHITE,ROUND,60687-158,ISONIAZID,C42998,8647BDCA-C04E-2B5F-E053-2A91AA0AC243,LAN;1109,8647bdca-c04e-2b5f-e053-2a91aa0ac243.jpg,1,2.0,data/pillbox_production_images_full_202008/8647bdca-c04e-2b5f-e053-2a91aa0ac243.jpg,10,10
5755,8721,33877,WHITE,ROUND,42192-365,SALSALATE,C42998,421920365,Syntho;112,421920365.jpg,1,2.0,data/pillbox_production_images_full_202008/421920365.jpg,10,10
5757,3711,44921,ORANGE,ROUND,0093-7383,VENLAFAXINE HYDROCHLORIDE,C42998,00093738301,9;3;7383,00093738301.jpg,1,3.0,data/pillbox_production_images_full_202008/00093738301.jpg,10,5
5758,3373,16433,BROWN,OVAL,0781-5235,PRAVASTATIN SODIUM,C42998,00781-5235-92_NLMIMAGE10_8D45C69E,HLP;80,00781-5235-92_NLMIMAGE10_8D45C69E.jpg,1,2.0,data/pillbox_production_images_full_202008/00781-5235-92_NLMIMAGE10_8D45C69E.jpg,7,2
5759,8965,11324,ORANGE,OVAL,43353-050,WARFARIN SODIUM,C42998,433530050,5;WARFARIN;TARO,433530050.jpg,1,3.0,data/pillbox_production_images_full_202008/433530050.jpg,7,5
5760,4161,40161,ORANGE,CAPSULE,29033-013,PIROXICAM,C25158,290330013,NP;20,290330013.jpg,1,2.0,data/pillbox_production_images_full_202008/290330013.jpg,1,5
5761,2330,17789,WHITE,OVAL,0591-1119,MIRTAZAPINE,C42931,005911119,WPI;1119,005911119.jpg,1,2.0,data/pillbox_production_images_full_202008/005911119.jpg,7,10
5762,6294,26442,BROWN,ROUND,55111-621,QUINAPRIL,C42998,551110621,I;G;267,551110621.jpg,1,3.0,data/pillbox_production_images_full_202008/551110621.jpg,10,2
5763,325,2996,WHITE,OVAL,0143-1115,"BUTALBITAL, ACETAMINOPHEN, AND CAFFEINE",C42998,001431115,WW115,001431115.jpg,1,1.0,data/pillbox_production_images_full_202008/001431115.jpg,7,10
5764,4962,59774,YELLOW,ROUND,63187-877,PROCHLORPERAZINE MALEATE,C42931,00093964301,93;9643,00093964301.jpg,1,2.0,data/pillbox_production_images_full_202008/00093964301.jpg,10,11
5765,7399,38966,WHITE,CAPSULE,55111-190,QUETIAPINE FUMARATE,C42931,55111-0190-60_NLMIMAGE10_C847646B,R;6,55111-0190-60_NLMIMAGE10_C847646B.jpg,1,2.0,data/pillbox_production_images_full_202008/55111-0190-60_NLMIMAGE10_C847646B.jpg,1,10
5766,2480,20273,GREEN,OVAL,0228-2636,GABAPENTIN,C42931,002282636,R;636,002282636.jpg,1,2.0,data/pillbox_production_images_full_202008/002282636.jpg,7,4
5767,1322,8661,WHITE,OVAL,0904-6183,GUANFACINE HYDROCHLORIDE,C42998,009046183,AN;711,009046183.jpg,1,2.0,data/pillbox_production_images_full_202008/009046183.jpg,7,10
5768,6090,47829,BROWN,ROUND,16571-202,DICLOFENAC SODIUM,C42905,16571-0202-10_NLMIMAGE10_6A48B525,P;50,16571-0202-10_NLMIMAGE10_6A48B525.jpg,1,2.0,data/pillbox_production_images_full_202008/16571-0202-10_NLMIMAGE10_6A48B525.jpg,10,2
5769,1884,25869,WHITE,OVAL,59762-3717,TRIAZOLAM,C42998,597623717,G3717,597623717.jpg,1,1.0,data/pillbox_production_images_full_202008/597623717.jpg,7,10
5770,1388,29466,PINK,OVAL,0172-5410,FLUCONAZOLE,C42998,00172-5410-46_502DA81D,5410;50,00172-5410-46_502DA81D.jpg,1,2.0,data/pillbox_production_images_full_202008/00172-5410-46_502DA81D.jpg,7,6
5771,7460,66300,YELLOW,OVAL,71335-0713,PROGESTERONE,C42954,00093535401,TV;A19,00093535401.jpg,1,2.0,data/pillbox_production_images_full_202008/00093535401.jpg,7,11
5772,762,19865,WHITE,ROUND,0591-0781,CLOMIPHENE CITRATE,C42998,005910781,Watson;781,005910781.jpg,1,2.0,data/pillbox_production_images_full_202008/005910781.jpg,10,10
5773,6917,30585,PINK,ROUND,0378-3850,PHENYTOIN,C42893,00378-3850-01_NLMIMAGE10_D53BEAFF,M;P50,00378-3850-01_NLMIMAGE10_D53BEAFF.jpg,1,2.0,data/pillbox_production_images_full_202008/00378-3850-01_NLMIMAGE10_D53BEAFF.jpg,10,6
5775,7556,39913,GREEN,CAPSULE,42291-323,HYDROXYZINE PAMOATE,C25158,422910323,WATSON;801;50;mg,422910323.jpg,2,4.0,data/pillbox_production_images_full_202008/422910323.jpg,1,4
5776,8008,38328,WHITE,ROUND,42291-845,TRIMETHOPRIM,C42998,422910845,NL;330,422910845.jpg,1,2.0,data/pillbox_production_images_full_202008/422910845.jpg,10,10
5777,8103,59517,ORANGE,OVAL,70518-0253,WARFARIN SODIUM,C42998,00093172101,TV;5;1721,00093172101.jpg,1,3.0,data/pillbox_production_images_full_202008/00093172101.jpg,7,5
5778,1394,47513,ORANGE,OVAL,0555-0833,WARFARIN SODIUM,C42998,00555083302,833;5;barr,00555083302.jpg,1,3.0,data/pillbox_production_images_full_202008/00555083302.jpg,7,5
5779,6134,4947,WHITE,OVAL,55259-4001,HANTAI 8030 CA-D3 PREMIUM,C42998,NO_PRODUCT_IMAGE,,no_product_image.jpg,1,,data/pillbox_production_images_full_202008/no_product_image.jpg,7,10
5780,2554,5111,PINK,ROUND,0378-0032,METOPROLOL TARTRATE,C42931,003780032,M;32,003780032.jpg,1,2.0,data/pillbox_production_images_full_202008/003780032.jpg,10,6
5781,1547,31644,BROWN,ROUND,0185-0157,FLUVOXAMINE MALEATE,C42931,001850157,E;157,001850157.jpg,1,2.0,data/pillbox_production_images_full_202008/001850157.jpg,10,2
5782,1488,20591,YELLOW,OVAL,0143-9580,SERTRALINE HYDROCHLORIDE,C42931,001439580,5;6;W,001439580.jpg,1,3.0,data/pillbox_production_images_full_202008/001439580.jpg,7,11
5783,3269,14826,WHITE,CAPSULE,60505-0114,GABAPENTIN,C25158,605050114,APO;114,605050114.jpg,2,2.0,data/pillbox_production_images_full_202008/605050114.jpg,1,10
5784,5911,40893,YELLOW,ROUND,31722-340,NAPROXEN,C42998,317220340,340;IG,317220340.jpg,1,2.0,data/pillbox_production_images_full_202008/317220340.jpg,10,11
5785,9364,59496,PINK,OVAL,70518-0373,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,C42931,00093745701,93;7457,00093745701.jpg,1,2.0,data/pillbox_production_images_full_202008/00093745701.jpg,7,6
5786,1115,20477,WHITE,ROUND,0075-0026,DDAVP,C42998,000750026,0;2;37;AV,000750026.jpg,1,4.0,data/pillbox_production_images_full_202008/000750026.jpg,10,10
5787,3730,21135,WHITE,ROUND,0003-0527,SPRYCEL,C42998,000030527,BMS;527,000030527.jpg,1,2.0,data/pillbox_production_images_full_202008/000030527.jpg,10,10
5788,8021,19820,ORANGE,CAPSULE,0378-6750,BALSALAZIDE DISODIUM,C25158,003786750,MYLAN;6750,003786750.jpg,1,2.0,data/pillbox_production_images_full_202008/003786750.jpg,1,5
5789,8811,6483,WHITE,CAPSULE,60505-2530,ZIPRASIDONE HYDROCHLORIDE,C25158,605052530,APO;ZIP;60,605052530.jpg,2,3.0,data/pillbox_production_images_full_202008/605052530.jpg,1,10
5790,5226,47782,WHITE,OVAL,0781-5044,CEFPROZIL,C42931,007815044,348;500,007815044.jpg,1,2.0,data/pillbox_production_images_full_202008/007815044.jpg,7,10
5791,556,23459,WHITE,OVAL,0069-2150,CADUET,C42931,000692150,Pfizer;CDT;051,000692150.jpg,1,3.0,data/pillbox_production_images_full_202008/000692150.jpg,7,10
5792,1207,17015,WHITE,ROUND,0904-2051,DRIMINATE,C42998,009042051,44;198,009042051.jpg,1,2.0,data/pillbox_production_images_full_202008/009042051.jpg,10,10
5793,3302,23756,PURPLE,ROUND,0378-5310,ZOLPIDEM TARTRATE,C42931,003785310,M;Z2,003785310.jpg,1,2.0,data/pillbox_production_images_full_202008/003785310.jpg,10,7
5794,5925,6128,WHITE,ROUND,59762-5007,MISOPROSTOL,C42998,597625007,G;5007,597625007.jpg,1,2.0,data/pillbox_production_images_full_202008/597625007.jpg,10,10
5795,3254,81768,RED,ROUND,37808-464,HEB LIME AND BERRY ANTACID CHEWS,C42893,A13FD9B9-3C01-BB73-E053-2A95A90A7048,FC,a13fd9b9-3c01-bb73-e053-2a95a90a7048.jpg,1,1.0,data/pillbox_production_images_full_202008/a13fd9b9-3c01-bb73-e053-2a95a90a7048.jpg,10,8
5796,1670,29194,WHITE,ROUND,51079-629,METOCLOPRAMIDE,C42998,510790629,BL;92,510790629.jpg,1,2.0,data/pillbox_production_images_full_202008/510790629.jpg,10,10
5797,6762,20020,ORANGE,CAPSULE,60429-394,RIVASTIGMINE TARTRATE,C25158,3MG_CAPSULE,APO;R3,3mg_Capsule.jpg,2,2.0,data/pillbox_production_images_full_202008/3mg_Capsule.jpg,1,5
5798,9476,48324,ORANGE,ROUND,68084-699,OXYCODONE AND ACETAMINOPHEN,C42998,7D4D70E5-8C56-5C22-E053-2A91AA0AD97E,229;logo,7d4d70e5-8c56-5c22-e053-2a91aa0ad97e.jpg,1,2.0,data/pillbox_production_images_full_202008/7d4d70e5-8c56-5c22-e053-2a91aa0ad97e.jpg,10,5
5799,9508,32475,BROWN,CAPSULE,51079-584,NITROFURANTOIN (MACROCRYSTALS),C25158,510790584,MYLAN;1650,510790584.jpg,1,2.0,data/pillbox_production_images_full_202008/510790584.jpg,1,2
5800,8599,31437,WHITE,CAPSULE,63739-374,GABAPENTIN,C25158,637390374,R665,637390374.jpg,2,1.0,data/pillbox_production_images_full_202008/637390374.jpg,1,10
5801,2937,40979,RED,ROUND,58177-342,BENAZEPRIL HYDROCHLORIDE,C42931,581770342,ETH;342,581770342.jpg,1,2.0,data/pillbox_production_images_full_202008/581770342.jpg,10,8
5802,722,38631,WHITE,CAPSULE,60505-2876,RAMIPRIL,C25158,605052876,APO;2;5,605052876.jpg,2,3.0,data/pillbox_production_images_full_202008/605052876.jpg,1,10
5803,3125,29539,PINK,ROUND,0378-0032,METOPROLOL TARTRATE,C42931,003780032,M;32,003780032.jpg,1,2.0,data/pillbox_production_images_full_202008/003780032.jpg,10,6
5804,7381,30626,BLUE,ROUND,60429-211,LISINOPRIL,C42998,604290211,L;27;M,604290211.jpg,1,3.0,data/pillbox_production_images_full_202008/604290211.jpg,10,1
